image_id,id,caption
79188,285122,Two Giraffe are out in the wilderness looking at the camera.
79188,286427,Two giraffes are standing in the tall grass.
79188,287699,Two giraffes standing in a field looking in the same direction.
417876,288182,Two giraffes are standing together outside near a wall.
417876,288230,Two giraffes that are standing near a rock wall.
417876,288371,Two giraffes with the backs turned to the camera next to a wall.
417876,290747,Two giraffes in an outdoor setting eating grass.
221281,290898,Two giraffes walking around in the grass and dirt.
417876,291815,Two giraffes in a zoo crane their necks.
221281,293613,two giraffes running across a field in the mud.
221281,297735,"Three giraffes, one young, in a natural looking habitat."
150726,298767,Two giraffes walking next to each other in a field.
150726,301635,Two giraffes are walking abreast on the grassy field.
150726,301710,Two giraffes walking next to each other.
79565,311024,Two giraffes traveling across a rocky terrain with patchy grass.
79565,312266,two giraffes in an open field with a sky in the background.
463199,313230,Three people stand posing for a picture on a bus.
6040,313586,A five car blue and white train with passengers.
298697,313607,Two horses in a pasture with buildings in the background.
277051,320119,two little sparrows standing on a table by a knife.
277051,322012,two gray white and brown birds a knife and a red table.
314541,323575,The bench in the field is empty with no one around it.
151657,323748,There are two people dressed up in formal attire.
303908,323868,"Two benches, back to back, near a chain railing."
277051,324349,Two sparrows sit n a table with a red tablecloth at an outdoor cafe.
277051,325666,Two birds perched on a table near a plate of food.
460379,328052,"Two Giraffes are in the wilderness, possibly eating."
47010,329665,A pond of water with three giraffe walking in the dirt.
47010,330946,three giraffes walking on a gravel ground near a body of water.
460379,332204,three adult giraffes in a field among trees.
106281,334853,Two trains passing each other on seperate tacks.
106281,336086,Two trains pass each other on the railroad tracks.
47010,336796,Three giraffes with heads pointing ahead walk on a dirt path.
550084,341051,A green sign says Thruway one fourth mile.
106281,341342,Two trains on the track at a railway.
534639,342240,A public transit train at one of its stations.
106281,343985,Two passenger trains on opposite tracks speeding down the tracks.
121153,345896,Blue mile marker sign advertising two locations in two languages.
98261,346884,Two brown and black birds staring on a curved wire.
283318,348311,There is a sign showing a street running one direction.
98261,348810,Two yellow birds are standing on an object.
127624,351938,grainy image of two trains on tracks moving through a city.
98261,352008,Two birds standing next to each other on a branch.
233567,353505,a black goat standing next to two white goats.
288882,356025,Two large giraffes inside a fenced area interact with one another.
432553,356638,"A bike, two dogs and a man sitting on public transportation."
563603,357239,The four giraffes are standing next to a tree.
233567,357594,"Several sheep standing in a barn, one is black."
432553,358261,The view of two dogs inside a bus.
288882,358608,The back side of two giraffes inside a gated area.
560371,358620,A two way street sign with one sign that changes from one name to another.
432553,359194,Two dogs in the aisle of a bus next to a bicycle.
288882,359625,Two giraffes standing next to each other at a zoo.
288882,362091,Two giraffes are standing next to each other.
563603,362144,Three giraffes standing under a tree by a watering hole.
150265,366619,People walking down a city sidewalk showing one with headphones.
150265,367978,Two people are walking close to each other on the side of the road.
563603,368060,Three giraffes stand by a sparse tree in the bushlands near a source of water.
33707,372013,Two giraffes are standing next to a building.
33707,372589,Adult giraffe standing next to young one by the building.
33707,373948,Two large giraffes inside a fenced area stand together near many rocks.
33707,376285,Two giraffes stand together near rocks and a building.
33707,377197,Two giraffes standing outside near a building.
507797,384536,Two buses parked next to each other in front of a building.
140583,385394,A herd of sheep with two sherds moving down a road in the mountains.
397639,390697,The two sheep are standing next to each other in the field.
514540,398140,"A city street corner with a street pole that has one way signs and a light on the top, and a building in the background."
410428,398400,Sheep are on a grassy field and one of them is a white and black baby.
514540,400693,Both streets of the intersection are marked as one way.
250205,413502,Two seagulls standing on a rock in front of the ocean.
250205,413778,Two seagulls stand on the rocks by the shore.
41888,413885,Three birds walking around a dry grass field.
250205,414270,Two seagulls standing on a rock looking out over the beach.
528524,415043,two brown animals walking through a path in the woods.
528524,415328,two shorn sheep walking between some bushes.
250205,416046,Two heron are standing on some rocks near some water.
528524,416264,Two sheep walk in a line down a small pathway in the brush.
41888,416810,three strange looking birds walking on the grass.
41888,417353,Three birds huddled together in a open field.
41888,417428,Three wild turkeys on top of the dried pasture.
505942,418228,Two people have a conversation at an intersection.
566436,419663,Some one who is sitting on the back of a park bench.
566436,421364,A person in jeans and two toned shoes sits on the back of a bench.
505942,422899,Three people stand near a street sign and a traffic light.
221155,429395,Two cow figures are standing in a yard.
221155,429902,Two cows are drinking under a small windmill.
486046,431268,A giraffe and two zebras in a dirt area next to fence.
344909,432037,A fire hydrant is standing on the sidewalk with two spouts.
500826,433675,A pole with three road signs stands in front of a building.
226154,441250,The large green bus drives near two people on a motorcycle.
340272,445658,Three sheep are grazing in the field next to the water.
198960,449633,three sheep grassing in a pasture side by side.
198960,450071,Three big horn sheep are in an enclosed pasture.
310622,450435,Several one way signs are by street signs.
372819,453208,Four smaller dogs are running away from the women on the bench.
11615,453244,Four signs are stacked together under two others.
198960,453296,A black and white picture of three lambs.
172856,459338,a stop sign and two brown and white street signs.
333697,463459,Two street signs on the corner of a stone wall.
100723,464218,Crown marching in one direction in a lightly attended protest.
333697,464416,Three traffic signs sit on on a corner in front of a brick wall.
172856,467435,"A faded stop sign with two street signs above, in a rural area."
338191,469927,A picture of nine fire hydrants in various type color schemes.
323751,470407,A train one track away from a platform at a stop.
333697,471463,Two signs that are on the side of a wall.
338191,472885,a collage with nine fire hydrants of different color combinations.
101022,473928,Two signs that are on a pole in the snow.
244379,485559,View down a two lane road at a red stop signal.
379800,486194,An orange train engine moves down the track with one train car behind it.
211069,487995,Two giraffe moving very quickly in the woods.
211069,488109,Two giraffes walking in long grass near short trees.
456496,489557,"A woman sitting on ledge with three pigeons, with gate railing, trees, and base of the Eiffel Tower behind."
379800,492074,Train engine pulling one freight car along rails.
211069,492087,Two giraffes walking in an open wooded area.
211069,496356,There are two giraffes walking near some tall grasses.
100274,497864,An outdoor train yard area with several sets of train tracks and train cars extending down one set of tracks.
15751,498773,A bird flies away from three others that are sitting.
375763,499745,a large group black faced sheep with one or two white faced sheep.
15751,500756,three birds perched and one flying towards the viewer.
500423,500799,A two story train stopped at an indoor train stop.
514540,515452,"An upward view of a building and several signs, including a one way sign."
537153,519555,Two people sitting on a bench overlooking a body of water.
239843,521386,Two street signs on top of a stop sign.
537153,521913,two people sitting on a bench next to the ocean.
239843,522349,Two green street signs crossing each other above a stop sign.
537153,522696,Two people on a bench near the water.
239843,523126,A stop sign underneath two street signs with a tree in the background.
239843,523924,A stop sign at the cross section of two streets.
537153,524109,Two people sitting on a bench looking out over the ocean.
296317,526474,Two giraffes walking along a trail to the hills.
334371,529773,A tall building with four double decker buses driving along a parking lot.
334371,530475,Two white double decker buses on a street.
393282,532995,Two giraffes standing around in the middle of a field.
64359,533864,Three zebra and four giraffe inside a fenced area.
22589,534094,Two sheep in a pasture behind a wire fence.
64359,534122,Four giraffes standing around while three zebras walk by.
393282,534159,Two giraffes standing on a dirt expanse with trees in background.
393282,534243,Two giraffes standing out in the hot sun in front of a tent.
393282,534558,Two giraffes standing in a dry landscape gaze to the side.
22589,535285,Two sheep in a fenced area on a sunny day.
393282,535377,Two giraffes standing in a desert like area.
22589,536998,Two sheep in a caged area with bushes.
153299,538080,two giraffes are standing together outside a barn.
332901,538241,Two sheep that are inside of a gate.
353180,540239,Over ten men pushing a charter bus with a woman watching.
153299,542217,Two giraffes in a sanctuary standing close to the wall.
153299,542841,"Two giraffes, one grown and one baby, standing next to each other."
307074,551755,two stop and go lights at an intersection.
295231,555014,the seven sheep are preparing to be sheered.
49060,556883,Four people standing outside of a steam train.
356169,569221,two cars driving on a street near a tree and a fence.
463647,569926,Two signs with arrows pointing to each other for detour.
463647,573895,Two signs show a street is blocked and detoured.
78032,581672,There are two metal benches on the patio.
78032,584300,Two bench's sitting on the ground near a fence.
324818,586456,Two multicolored exotic birds perched on a wooden branch with trees and flowers behind them.
324818,587353,There are two parrots perched on the branch.
324818,589327,Two parrots sitting on a branch side by side.
13659,590158,a table with two laptops and chairs.
13659,590512,Man works on laptop as three others work on a project.
324818,593329,Two parrots perching on a tree branch in a tropical garden.
28993,594246,Three fire hydrants in front of a huge building.
229753,599598,Two tall giraffes are next to bare trees.
559956,603971,Two women are squatting down and petting brown and white long haired goats.
229753,607341,a close up of two giraffes near one another.
559956,610091,Two women have stopped to pet the sheep.
559956,610427,Two women are watching some goats get tie down.
229753,612492,Two giraffes are standing next to a tree trunk.
559956,614372,Two women petting a few goats at a petting zoo.
345261,614527,Two giraffe standing on to of a dry grass covered field.
345261,614587,Two giraffes on the plains looking opposite directions.
229753,615141,Two giraffes are standing by a palm tree.
345261,618298,Two giraffes looking across the plains at sunrise.
345261,618652,Two giraffes standing in a wide open area.
474881,625027,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground."
140640,626190,Three women that are standing in front of a table.
181816,628856,a bench with a statue stting on one side of it.
8690,632624,The two young girls are petting the two goats.
8690,633359,Two small children petting animals at a zoo.
8690,634535,Two young girls petting goats in a pen.
8690,634709,Two girls pet a goat that is in a pen.
320425,638029,Ten giraffes loitering around a building out in the day.
8690,638750,This is an image of two girls with goats.
87244,643987,Two color fire hydrant on cement slab in front of house.
335177,645911,A round intersection on a surburban street with one floor homes.
482585,648663,Two trains parked on the tracks near a platform.
482585,649464,Two trains are parked on the train tracks.
482585,650973,Two trains sit idle in a train station.
482585,651825,Two trains at station near group of people on platform.
11197,658370,Two signs with arrows and a man standing on the sidewalk.
272364,658773,Four tall giraffe are looking up to eat from a feeder.
272364,659082,four brown and white giraffes eating greens together.
278006,660739,"A street sign marks the intersection of 3 streets, while three housed stand in the background."
6723,661195,A building lined street with three lanes and light traffic.
272364,661326,Four giraffes are reaching in the tree for food.
420916,664763,Three people are sitting on a bench looking out at mountains and a lake.
6723,665221,A street with a row of older red brick building on one side.
334521,665510,Two giraffes that are together in an enclosure.
334521,665564,Two giraffes stare at a crane from behind a fence.
420916,670190,Three people sitting on a bench in front of a lake.
334521,670220,Two giraffes inside of a cage at the zoo.
420916,672698,Three persons seated on a bench near a pool of water.
190923,673578,"An urban street with a streetlight, one way sign, and people walking."
259854,676426,Two street signs are sitting on top of the pole.
574425,676695,Two old fashioned buses parked on the side of the road.
350023,678178,A street that has four lanes of traffic.
512564,678347,A two way street has minimal cars on it.
259854,682399,A view of several billboards and two traffic signs on one pole.
190923,689595,A One Way sign is located on the traffic light.
314914,690332,A two sign sitting on the side of a road.
89697,690987,A black and white photo of a couple sitting on two park benches.
190923,691317,A traffic light with a one way sign near a trash can.
507042,691480,Three giraffes stand near the fence of their enclosure.
507042,692812,Three giraffes looking in different directions from each other.
507042,697456,these are three giraffes standing in a pen.
445675,703715,One tall giraffe on top of the dry terrain.
240049,707330,A woman holds a baby on her arm and both are looking forward at an enclosed area with two giraffes in it.
322864,716966,Two guiding signs are pictured in front of a busy street.
578236,724639,A large lizard sitting on stone steps with three birds.
544811,724975,Two birds flying in the sky over a lake.
544811,726325,Black borders a rippling water-scape with two birds flying overhead.
88848,726442,Two pictures of a fire hydrant with two pictures of people.
544811,729955,Two birds flying over a flat waveless ocean.
88848,731638,A collage of photos including two which portray colorful fire hydrants.
578236,732034,An iguana and two birds are sitting on several steps.
578236,733654,An iguana and three pigeons sitting on cement steps.
544811,733786,Two large birds are flying over the calm water.
267946,734640,A sign for a public restroom is in more than one language.
413404,737068,Two people stroll through a park with benches and a playground.
252294,737977,Two people that are laying in bunk beds and looking up.
556498,748507,Two black signs that are on the side of a pole.
198915,749057,This is an intersection sign between green lake drive and one other.
285788,749542,Two giraffes that are standing in the grass.
544605,750246,"A street pole with one ways, except deliveries, street and no walking signs."
198915,750386,The two street name signs are protruding from a street pole.
205282,752139,Three giraffes standing on a plain with a few trees.
198915,753651,"A pole with two street signs attached, in front of some trees."
205282,753695,Three giraffes standing in some tall grass with trees.
285788,755399,Two giraffe's by large rocks with and ostrich.
285788,757985,Two giraffes and an ostrich at a zoo enclosure habitat.
297681,765874,The two signs give directions to upcoming cars.
504580,767425,Two giraffes during day in field of grasses.
504580,771358,Two giraffes standing one behind the other among brush.
73702,775737,Two people standing holding bags and wearing hats.
58393,775817,Two people sitting on a bench silhouetted against the sea.
58393,776666,Two people are sitting on a bench together in front of water.
58393,777680,The silhouette of two people sitting on a bench in front of the water.
112634,778678,Two giraffes standing near a large rock inside a gated corral.
112634,779695,"Trees mark the far side of a fence that encloses a large environment space with man made rocks and two giraffes, one close up and very large, the other small, and seemingly far away."
112634,779743,Two giraffe's in a zoo with a large rock.
568439,780314,two public transit buses on a city street.
52007,781987,Two people about to get on-board a bus.
59386,782689,a number of giraffes in a field near one another.
568439,782867,Two double-decker buses going in opposite directions on a road.
525600,784098,a number of giraffes near one another.
158548,790984,A sheep is on a field of grass with two men walking around it.
504580,792430,Two giraffes standing in high grass near each other.
234660,798408,Two white bullet trains parked at a train station.
234660,800238,two white trains are parked side by side.
234660,801321,two trains on a track near one another.
234660,802380,Two white trains on tracks next to a station.
270386,804107,The black street pole has three different signs on it.
234660,805683,"Two white passenger trains are parked on the tracks, side by side."
270386,806087,a street sign for Library Way and Madison Avenue above a one way arrow.
270386,809279,A one way sign and two other signs mounted to a pole.
447342,813598,Two buses in city with other cars and trees.
340272,818923,Three sheep eating grass near a water source.
333697,821209,"A corner with a Stop sign, a no entry sign and a one way sign in front of a brick wall with graffiti."
198960,822222,Two sheep and a ram stand next to a fence in the yard.
234526,823999,two children are feeding a giraffe and trees.
503841,824518,Two green street lights in front of a building with a lot of windows.
100283,828536,A stop sign is posted on the corner in two languages.
396205,780,Two cows standing and grazing in an open pasture.
396205,843,Two brown cows on a pasture of green grass.
396205,2007,Two animals standing in a grassy field by trees.
396205,2361,two cows grazing in a field near some trees.
276024,2714,Two men guiding cows while behind on horses.
413395,3219,A man sits on the couch with two cats on his lap.
413395,3540,A man resting on a couch with two different colored cats.
413395,4116,A man sitting on a couch has two cats on his lap.
396205,4278,Two cows in a meadow with a historic structure in the background.
413395,4341,A man and his two cats sitting on the couch.
231088,4535,Six umbrellas floating in the air near a building.
276024,4556,Two men on horses drive cattle down the road.
276024,5486,Two people on horseback herding cattle through the woods.
89880,7721,Two dogs are playing together on the grass.
89880,11504,Two puppies playing in the green grass of their yard.
512836,12022,A woman with a red umbrella is walking two dogs in the snow.
512836,14827,"A person with a white umbrella, with two dogs."
89880,15365,Two dogs playing with each other in the grass.
512836,15673,A person with an umbrella and two dogs walking in the snow.
171611,16813,A man and a dog fishing on a boat in a lake with two boats in the background.
458702,17136,These are two currently unused city parking meters.
512836,17191,A woman is walking two dogs in the snow.
458702,19596,Two old street parking meters surrounded by weeds.
190753,22434,There is a group of four men sitting on park benches.
422836,22437,two men walking down a city streen next to a blue pole.
329041,37105,four brown stacked suitcases and a woman with a red purse.
389316,39636,Two young elephants stand next to a wooden fence.
329041,39766,A stack of luggage with an opened one on top.
389316,41499,Two baby elephants take a drink from a trainer in an enclosure.
421757,42446,Two boats are floating on the river near the shore.
124636,42590,One cow standing and one laying down within a fence.
421757,42944,Two boats floating next to each other on a lake.
389316,43761,Two elephants are standing inside of an enclosure.
421757,44381,two boats are idly floating on a lake.
389316,44688,Two elephants in an enclosure at a zoo.
389316,44763,"Two elephants outside, one being fed, one standing."
565624,45499,Two elephants walking around inside of a grassy enclosure.
565624,46483,Two elephants walking along their habitat in a zoo.
496597,46680,Two people riding a small boat across a massive lake surrounded by mountains.
565624,47170,Two large elephants walking behind a wire fence on green grass.
421757,47558,Two boats floating on a lake next to a forest.
421757,47561,Two white boats travel on a wooded waterway.
565624,48682,Two young elephants graze on a grassy field.
496597,49092,Two people sitting on a small boat floating over the ocean.
124636,49115,Two brown cows sitting inside a fence staring out.
23023,50025,Three pieces of luggage sitting on a floor in front of a curtain.
565624,50458,two elephants grazing in the grass behind a fence.
23023,53535,"A piece of luggage is beside bags, one in plastic."
82180,61890,Two stuffed teddy bears sitting on a wooden chair in a yard.
82180,64797,Two stuffed animals are sitting on a broken wooden chair.
82180,65901,Two stuffed animals in a wooden outdoor chair.
82180,66267,Two little bears sitting on a weathered wood chair.
246454,66557,Girl bending down with hand bag on her shoulder petting two dogs.
125072,66791,Five cows are grazing at a lake next to a road.
246454,68465,A girl kneels down to pet two dogs.
246454,68597,A black and white photo of a girl petting three dogs.
368961,69105,Two mini elephants walking toward people on a plank.
246454,69341,A child petting two dogs on the side of the street.
246454,70217,A little girl kneeling down to pet two dogs on a leash.
368961,72345,Two elephants standing behind a rope in an enclosure.
41635,73234,Three cows standing on a grass field under a cloudy sky.
368961,74943,Two large elephants waiting to enter their shelter.
41635,75604,Three cows stand in a field behind a barbed wire fence.
368961,77586,Two elephants with a rubber ball are kept in the area with a little chain.
41635,78970,Three cows laying in a field behind a barb wired fence.
401991,81099,two dogs laying in a bed with thick covers.
41635,81493,Three cows with hairy heads laying down in a field.
401991,85584,Two dogs take a nap on a bed with a blanket.
401991,85980,Two dogs sleep on the blankets of a bed.
551815,103435,Two cats lay together on a blanket.
551815,106825,Two cats rest on each other to take a nap.
551815,107752,Two cats cuddle next to each other on a flowery blanket.
460683,109607,A man wearing a blue tie with the ten commandments on it.
413689,112595,Two women holding umbrellas while standing on a city street.
413689,112676,Two women under sun umbrellas wait to across an urban street.
319369,112752,Two women talk at a beach rental kiosk.
319369,113292,A picture for rentals with two women walking up to them.
393115,113429,A man has one foot on his skateboard.
413689,114170,two women hold umbrellas while waiting to cross the street in a city.
268375,114197,A baby elephant stands near to four larger adult elephants.
319369,115701,A group of people handing out with lawn chairs under two colorful umbrellas.
500257,116659,A person is near a row of luggage carts as one man pushes a cart.
318080,128933,two different bears fight with each other behind a log.
460683,128975,A man that has the ten commandments on his tie.
263860,129670,Two elephants in a field rubbing their trunks on each other.
235857,131520,Three cows grazing in a field of green grass.
318080,131921,Two bears in the water with their mouths open growling at each other.
318080,132299,Two brown bears interacting in a rocky area.
318080,132314,two bears playing together while swimming near a log.
263860,132772,Two African elephants greeting each other with their trunks.
318080,137363,Two brown bears growling at each other while laying on a log.
235857,139602,Three cows two black and one brown grazing in a green field.
235857,140418,A brown cow and two black cows eating grass in a field.
263860,142306,Two tusked elephants fighting on grass in the wild.
263860,148165,Two elephants standing in a field going nose to nose.
453166,149736,A group of three soldiers standing next to each other.
539962,149895,There are two people in the middle of the pool.
539962,153480,A pool with two people inside is shown.
351810,156366,A pile of luggage in a room with two women nearby.
153568,163426,A close up of a stop sign with two hand written notes taped to it.
277020,165690,Asian businessman in a restaurant with one of them being served.
292236,167027,two men wait for a train at dusk.
521259,168307,A man holding one frisbee and throwing another.
293300,171821,Two large elephants standing next to a wire fence.
570448,172538,A black and white image of two boats on the water in between two mountains.
32901,177935,four men are posing for a picture at an event.
32901,180797,Four men are standing together behind a group of red chairs.
154000,183743,Two large trucks are parked near each other.
32901,183911,Four gentleman posing for a picture at a cocktail party.
293300,185690,two elephants in a encloseur at a zoo.
32901,186311,A group of four older men posing for a photo.
346905,186885,A family of three elephants standing next to a forest.
346905,186981,"A little elephant stands between two large, tusked elephants."
346905,189402,Two large brown elephants standing over a small elephant.
411665,191422,A kitten is looking into a mirror and touching the mirror with one paw.
573626,192316,Two horses stand on rocks near a river.
384468,192502,Two men and a woman riding on the back of an elephant.
384468,195412,Three people ride on an elephant in front of a forest.
384468,196702,Three people ride on the back of an elephant.
573626,198856,Two dogs walking on rocks next to a creek.
293300,201821,A man watching two elephants behind a wire fence.
437351,203565,A young woman sits near three suitcases of luggage.
573626,207205,Two large animals walking on rocks along the side of river.
270402,207244,Two gray elephants standing next to each other on a road.
107226,207615,Two men being drug on buggies by dogs.
580197,209294,Two men in bow ties standing next to steel rafter.
417085,215796,two cows stand next to paved road in country.
286507,218974,three red and black train engines and its cars and snow.
555705,221632,Two cats sitting on top of a pair of shoes.
437351,223212,A girl sitting next to three old suitcases.
417085,223467,Two cattle are standing by the side of the road.
453166,223572,two soldiers in uniforms holding plaques in front of them.
220858,223682,A boat is on the beach while two men dig in the sand in the distance.
580197,224654,Two men wearing tuxedos glance at each other.
212072,225757,A stop sign in front of two buildings on a street.
453166,229407,Two military men being honored with an award.
270402,230986,Two elephants are standing are standing in an enclosure.
270402,234715,Two elephants standing in a pen in different spots.
115245,236151,Several suitcases on wheels leaning up against one long table with chairs.
555705,239710,Two cats are outside and perched on someone's sneakers.
201148,242003,A train track junction with a train on one of the tracks.
555705,242296,Two cats are sitting on a pair of shoes outdoors.
389451,245207,Four cows walking down a sandy beach near the water.
555705,246250,Two striped cats lying with two sneakers on a ledge.
453166,246723,Four men on at a military awards ceremony.
15440,247872,A stop sigh on a post with two buses in the background.
132796,249936,three people riding on the backs of elephants.
500663,252806,There are two cows in this grassy field.
183648,255174,Three people standing next to a large elephant.
255536,263032,two people riding a motorcycle with chairs and umbrellas near by.
183648,269727,three people standing by an elephant behind a fence.
183648,270696,three people and one is petting an elephant.
183648,275523,Two men and one woman in front of an elephant.
58384,276203,Sepia photograph of three elephants in a pen.
418281,277877,two cows outside one laying down and the other standing near a building.
58384,281399,Three elephants in a cage at a green field.
58384,281771,A black and white picture of three elephants.
230993,286440,Two people walk down the street with umbrellas.
448256,286881,Three men stand next to a car with its hood open.
230993,287034,Two women with open umbrellas walking down a street.
526706,287208,A baby cow gets milk from its mother while two other cows stand nearby.
182805,287649,A woman holding an umbrella sitting on a blanket next to two dogs.
80274,288560,Two elephants that are standing next to each other.
71226,289032,Two dogs and a cat sleeping on their human's bed.
71226,289107,two dogs and a cat sleeping on a bed together.
71226,291798,A bed with two dogs and a cat lying on it.
281759,292838,"Five women walk down the street, holding umbrellas."
71226,293676,Two dogs and a cat sleeping on a bed.
71226,295335,Two dogs and a cat lying on a bed.
281759,297071,Five ladies standing in the street with umbrellas.
181421,297375,Three people in a boat with an umbrella in the rain.
181421,298647,Three people on a canoe in the rain with an umbrella up.
286458,299311,Two images of open suitecases full of toiletries.
181421,299355,three people in a small boat holding an umbrella.
181421,299430,Three people sitting side by side in a canoe with tow paddling and the middle person holding up an umbrella.
181421,300414,Three people are in a small boat in a lake and one woman holds a red and yellow umbrella.
48504,300553,Two elephants walking around the center ring of a circus.
561335,301991,Two row boats are laying upside down in the woods.
272212,302463,One cow walking across a field and another cow laying down on the ground.
357081,302578,A photograph of two cows grazing on a green pasture.
561335,302969,Two small green boats on a platform in the woods.
272212,303633,two black and white cows on a green hill.
357081,304543,two cows with spots are grazing in some grass.
48504,306535,Two elephants are in the middle of a circus ring.
561335,307022,there are two green small boats in the woods.
48504,309877,A brown and a gray elephant are in a circus ring and the brown elephant is walking behind the gray elephant as well as two people training them are standing nearby.
357081,312166,Two black and white cows grazing in a grassy pasture.
357081,313054,Two black and white cows are in a grass field.
357081,313804,Two jersey cows grazing in a green meadow.
391144,316623,A group of adult elephants and one baby elephant drinking water.
113403,317093,Three teddy bears laying in bed under the covers.
475678,318545,Three rows of luggage of various color and size.
55150,320412,Two children smiling on top of luggage in parking lot.
113403,321044,Three stuffed animals lay in a bed cuddled together.
156372,323018,"A deck area with a chair and two backpacks, looking over a large body of calm water."
55150,323196,Two little children on stroller in a parking lot.
55150,323685,Two children in a stroller among cars in a rental lot.
465675,324230,A beach with two boats and a tractor.
465675,324251,A tractor and two boats beside the water.
398810,324293,Two orange cats in windows in buildings across from one another.
296657,325575,Six men jumping in the air on the lawn.
465675,325640,Large running mower sitting next to two boats on a ocean side.
296657,325734,Six well dressed men jumping into the air simultaneously.
55150,325782,Two children sit atop their parent's luggage in the parking lot.
55150,326409,Two kids sitting in a luggage cart together.
296657,326661,The six men wearing ties are jumping outside.
296657,327795,Six adult males outside jumping up in the air.
379533,328469,A zebra and two elephants are on a grassy field.
379533,335660,a pregnant zebra eating grass close to two elephants.
108864,339290,Two elephants cross tusks in confrontation in a field.
108864,341963,Two elephants standing next to each other in a field.
108864,341975,Two elephants in a field entwining their trunks.
108864,342281,Two elephants wrapping their trunks together in a field.
81766,346938,three large dogs sitting outside near a forested area.
50006,347294,A lot of boats that is parked in the water and one is docking.
81766,347772,Three dogs sitting on the levels of an empty tiered garden.
97230,349581,Two elephants are eating some leaves by the road.
97230,350307,There are two elephants standing in tall brush.
81766,350583,Three dogs are sitting at various levels in grow boxes.
97230,353838,two elephants standing in some bushes beside a trail.
97230,357870,Two elephants are facing each other on the side of a dirt road.
34071,365641,Two parking meter with the sunshine in the background.
34071,368194,A close up of what appears to be two traffic machines.
34071,369508,Two parking meters with the light of the sunset reflecting off one.
126216,383493,Three elephants in a grassy area with trees around.
34139,385515,Two people posing next to a giant suitcase in front of a building.
79144,388101,Two young black bears playing at the zoo.
34139,391491,Two people posing next to a giant statue with a suit case.
187236,392255,Two cats laying on the floor and sleeping.
34139,393471,Two people standing next to a life size replica of a suitcase.
79144,393474,Two bear cubs are playing on a log.
79144,393960,Two animals playing outside on a tree branch.
187236,394973,Two cats sleeping on a sofa inside a house.
187236,395876,Three cats are napping on the carpeted floor.
430073,397959,"In the Asian market, one can find residents, tourists, and domestic animals."
201025,398917,two huge elephant with tusks hidden among the trees.
201025,400903,Two elephants are walking through trees side by side.
125062,401148,Four teddy bears are lined up in a row on a shelf of books.
215072,401285,Two people sit closely together on chairs under an umbrella.
