image_id,id,caption,preposition,subject,object,verb,wrong_preposition,wrong_caption
347174,265185,A tattooed woman lying down on a bed in a bedroom.,on,woman,a bed,lying,like,A tattooed woman lying down like a bed in a bedroom.
95155,337623,Four picture collage of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side.,of,collage,a snowboarder,going,on top of,Four picture collage on top of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side.
111179,394398,Clock tower on top of a building outside on a sunny day.,on top of,Clock tower,a building,,around,Clock tower on top of a building outside on a sunny day.
534041,665817,Mom has to help him eat his hot dog and bun.,to,Mom,help,has,against,Mom has against help him eat his hot dog and bun.
188592,777486,A toddler is sitting on a blanket outdoors eating an apple.,on,toddler,blanket,is sitting,in,A toddler is sitting in a blanket outdoors eating an apple.
552775,239012,The man is close to an oven full of cookies that are being prepared.,close to,The man,an oven,is,in and out,The man is close to an oven full of cookies that are being prepared.
186422,585034,A brown bear walking along a river filled with rocks.,along,A brown bear,a river,walking,towards,A brown bear walking towards a river filled with rocks.
76547,693738,there is a man sitting at a table using a lap top,at,man,table,sitting,near,there is a man sitting near a table using a lap top
547502,749538,Four dogs in a yard are playing with a Frisbee.,in,Four dogs,a yard,are playing,up to,Four dogs up to a yard are playing with a Frisbee.
523229,309101,A dirty public bathroom with a handicap sign located above the toilet.,with,A dirty public bathroom,a handicap sign,located,against,A dirty public bathroom against a handicap sign located above the toilet.
420840,56421,A young toddler with food on her face sticking out her tongue.,with,A young toddler,food,sticking,besides,A young toddler besides food on her face sticking out her tongue.
61747,45540,A woman in plaid pants posing for a picture on skis.,in,woman,plaid pants,posing,up and out,A woman up and out plaid pants posing for a picture on skis.
124636,42590,One cow standing and one laying down within a fence.,within,one,a fence,laying down,holding,One cow standing and one laying down holding a fence.
107851,284639,Several groups of people riding on the back of elephants.,on,people,the back of elephants,riding,atop,Several groups of people riding atop the back of elephants.
6213,741043,a bathroom view of a tub and sink wit mirrors ,of,a bathroom view,a tub and sink,,as,a bathroom view as a tub and sink wit mirrors
139871,625601,An airplane on a runway preparing to take off.,on,An airplane,a runway,preparing,in to,An airplane in to a runway preparing to take off.
226154,437962,A green and white bus on street next to dirt area.,on,A green and white bus,street,,towards,A green and white bus towards street next to dirt area.
242411,415940,White building with clocks located to be viewed from 4 angles,with,White building,clocks,located,onto,White building onto clocks located to be viewed from 4 angles
321214,276146,A baby in plaid shirt eating a frosted cake.,in,A baby,plaid shirt,eating,for,A baby for plaid shirt eating a frosted cake.
82846,713999,A red trolley car driving down a parking lot.,down,A red trolley car,a parking lot,driving,out of,A red trolley car driving out of a parking lot.
32817,398202,Two men stand over the green water spilled from a toilet.,over,Two men,the green water,stand,up and out,Two men stand up and out the green water spilled from a toilet.
161875,695469,A girl standing in a field in a dress.,in,girl,field,standing,to,A girl standing to a field in a dress.
581100,18752,Two giraffes and a water buffalo in a zoo type environment,in,Two giraffes and a water buffalo,a zoo type environment,,up at,Two giraffes and a water buffalo up at a zoo type environment
68078,748284,A dog in a small bathroom with an orange shower curtain.,in,A dog,a small bathroom,,behind,A dog behind a small bathroom with an orange shower curtain.
571893,317596,A kitchen countertop and some books on a shelf.,on,some books,a shelf,,outside,A kitchen countertop and some books outside a shelf.
281759,292316,Women in warm weather clothes with multi-colored parasols.,in,Women,warm weather clothes,,under,Women under warm weather clothes with multi-colored parasols.
374052,279284,A man sits by himself on a bench surrounded by pigeons.,by,man,himself,sits,around,A man sits around himself on a bench surrounded by pigeons.
72813,634909,Dog lies on bed looking towards the camera,on,Dog,bed,lies,in to,Dog lies in to bed looking towards the camera
288762,365451,Alfalfa sprouts and colorful pepper salad on a plate.,on,Alfalfa sprouts and colorful pepper salad,a plate,,at,Alfalfa sprouts and colorful pepper salad at a plate.
478136,298387,A plate with frosted donuts and other pastries.,with,A plate,frosted donuts,,into,A plate into frosted donuts and other pastries.
258388,803576,a man rides his skateboard on a small ledge while another man lights the spray from a can on fire,on,his skateboard,a small ledge,rides,atop,a man rides his skateboard atop a small ledge while another man lights the spray from a can on fire
68833,352767,A counter and some chairs in a small room.,in,A counter and some chairs,a small room,,beyond,A counter and some chairs beyond a small room.
527029,88998,A man covering his eyes next to cases of bananas,next to,man,cases of bananas,covering,in,A man covering his eyes next to cases of bananas
368940,140717,a bathroom with a mirror and a sink,with,a bathroom,a mirror,,in front of,a bathroom in front of a mirror and a sink
221754,13501,An urban intersection with stoplights on a cloudy day.,with,An urban intersection,stoplights,,while,An urban intersection while stoplights on a cloudy day.
90108,682370,A bathroom with blue walls and white tiles.,with,A bathroom,blue walls,,during,A bathroom during blue walls and white tiles.
444879,51030,A commuter train traveling down snow covered train tracks.,down,A commuter train,snow covered train tracks,traveling,from,A commuter train traveling from snow covered train tracks.
505565,731486,A flock of birds standing on top of a lush green field.,on top of,A flock of birds,a lush green field,standing,close to,A flock of birds standing on top of a lush green field.
248111,634677,some cans sitting on the kitchen floor ,on,cans,the kitchen floor,sitting,ON,some cans sitting ON the kitchen floor
154339,432253,Gauges attached to pipes displayed in dimly lit area.,to,Gauges,pipes,attached,side by side,Gauges attached side by side pipes displayed in dimly lit area.
386879,85466,This tennis player is happy to be in the game.,in,player,game,is,at,This tennis player is happy to be at the game.
45090,325695,People on a wave using a surf board in the ocean.,on,People,a wave,using,off,People off a wave using a surf board in the ocean.
272136,305658,A large propeller plane mounted to the ceiling of a building.,to,plane,the ceiling,mounted,OF,A large propeller plane mounted OF the ceiling of a building.
9891,752894,The man is loading luggage suitcases onto the cart in the parking lot.,onto,luggage suitcases,the cart,is loading,off,The man is loading luggage suitcases off the cart in the parking lot.
190841,470426,A man in black shirt doing a trick on a skateboard.,in,A man,black shirt,doing,within,A man within black shirt doing a trick on a skateboard.
507473,459634,A girl is taking a selfie while brushing her teeth.,while,A girl,brushing her teeth,is taking,into,A girl is taking a selfie into brushing her teeth.
116825,67819,A cat plays with a pocket knife on a table.,with,A cat,a pocket knife,plays,besides,A cat plays besides a pocket knife on a table.
292236,162131,A couple of men standing next to train tracks.,next to,men,train tracks,standing,on top of,A couple of men standing next to train tracks.
166426,80454,A meal is ready to be eaten with its silverware.,with,meal,its silverware,is ready,against,A meal is ready to be eaten against its silverware.
31749,99535,A disturbing doll sits next to a clock in a mirrored image.,next to,A disturbing doll,a clock,sits,wearing,A disturbing doll sits next to a clock in a mirrored image.
322895,546939,A room with a full wall of windows with multiple sofas and chairs.,with,A room,a full wall of windows,,through,A room through a full wall of windows with multiple sofas and chairs.
276921,541489,Two teddy bears hang from the inside of a car.,from,Two teddy bears,the inside of a car,hang,at,Two teddy bears hang at the inside of a car.
473869,801498,A man looking at camera preparing food in kitchen,at,man,camera,looking,among,A man looking among camera preparing food in kitchen
233727,799127,A bus drives on a paved road with markings.,on,A bus,a paved road,drives,Outside,A bus drives Outside a paved road with markings.
476258,403531,Man in yellow and black body suit on skateboard.,in,Man,yellow and black body suit,,beside,Man beside yellow and black body suit on skateboard.
140439,185421,vase full of tulips arranged on a table in someones kitchen,full of,vase,tulips,arranged,holding,vase full of tulips arranged on a table in someones kitchen
520324,192480,a small air plane on a small run way,on,a small air plane,a small run way,,with,a small air plane with a small run way
154431,805861,a statue of a bodt stting on a cart with wheels,of,a statue,a bodt,stting,side by side,a statue side by side a bodt stting on a cart with wheels
24021,10005,A group photo of men and boys from the Goodmayes Boys School dated April 1929.,of,group photo,men and boys,,along,A group photo along men and boys from the Goodmayes Boys School dated April 1929.
201934,488802,An old school bus painted white with curtained windows parked under a freeway,under,An old school bus painted white with curtained windows,a freeway,parked,during,An old school bus painted white with curtained windows parked during a freeway
266206,734572,Outside shot of a restroom showing the door partially open.,Outside,shot,a restroom,showing,like,like shot of a restroom showing the door partially open.
500211,286374,All of the umbrellas are folded up.,of,All,the umbrellas,are folded,on top of,All on top of the umbrellas are folded up.
210520,249426,A bunch of food and flowers sits on a table.,on,A bunch of food and flowers,a table,sits,above,A bunch of food and flowers sits above a table.
383337,108635,A hand reaching into a box of donuts on a counter.,into,A hand,a box of donuts,reaching,in and out,A hand reaching in and out a box of donuts on a counter.
305609,197951,a table with many plates of food on top,with,a table,many plates of food,,across,a table across many plates of food on top
521259,161071,The man is playing Frisbee with the young boy.,with,Frisbee,the young boy,is playing,underneath,The man is playing Frisbee underneath the young boy.
276285,820227,pizza an other food on a table at a restaurant,on,pizza an other food,a table,,by,pizza an other food by a table at a restaurant
115946,395448,Cars are parked on both sides of the narrow street full of tall buildings.,on,Cars,both sides,are parked,beside,Cars are parked beside both sides of the narrow street full of tall buildings.
567898,781957,A plate of food sits next to its dessert,of,plate,food,sits,behind,A plate behind food sits next to its dessert
161781,514767,A woman is skiing down a hill with safety netting.,down,A woman,a hill,is skiing,atop,A woman is skiing atop a hill with safety netting.
63154,64120,A man laying flat on a surfboard paddling through the water,on,man,surfboard,laying,inside,A man laying flat inside a surfboard paddling through the water
451090,99243,A white sail boat moored in a lake near a mountain range.,in,boat,a lake,moored,in to,A white sail boat moored in to a lake near a mountain range.
294855,437504,A metal bucket with a bottle of booze sticking out of it.,with,A metal bucket,a bottle of booze,sticking,about,A metal bucket about a bottle of booze sticking out of it.
544605,750387,A street sign is pictured against a cement wall.,against,a street sign,a cement wall,is pictured,into,A street sign is pictured into a cement wall.
139883,793665,A view of a piece of art near a tree.,of,A view,a piece of art,,on,A view on a piece of art near a tree.
118594,390681,A Texas Longhorn bull grazing on grass.,on,bull,grass,grazing,down,A Texas Longhorn bull grazing down grass.
476119,553339,A skateboarder rides down the street with a helmet,down,A skateboarder,the street,rides,over,A skateboarder rides over the street with a helmet
317999,15540,a child in bed with a pacifier looks at a picture book while an adult looks on,in,child,bed,looks,outside of,a child outside of bed with a pacifier looks at a picture book while an adult looks on
544519,225142,A young child brushes their teeth with a blue toothbrush.,with,their teeth,a blue toothbrush,brushes,out of,A young child brushes their teeth out of a blue toothbrush.
261982,740758,A person is riding on a skateboard on the street.,on,person,a skateboard,is riding,between,A person is riding between a skateboard on the street.
304291,660325,a horse that is walking around a field,around,a horse,a field,is walking,besides,a horse that is walking besides a field
50896,582201,A bowl that has some oranges in it.,in,oranges,it,has,from,A bowl that has some oranges from it.
372466,734512,A computer mouse sitting on top of a computer desk.,on top of,A computer mouse,a computer desk,sitting,in front of,A computer mouse sitting on top of a computer desk.
117719,5674,A man sits at a bar in front of dozens of bottles of alcohol.,at,man,bar,sits,onto,A man sits onto a bar in front of dozens of bottles of alcohol.
374545,80962,A park setting on a sunny day with an American flag.,on,setting,a sunny day,,atop,A park setting atop a sunny day with an American flag.
58111,649150,A lone cat lounging on top of a counter.,on top of,cat,counter,lounging,in,A lone cat lounging on top of a counter.
136633,184586,An umbrella is opened over a table at an outdoor market.,over,umbrella,table,is opened,outside of,An umbrella is opened outside of a table at an outdoor market.
367228,663372,A person playing with a kite near the beach,with,person,kite,playing,over,A person playing over a kite near the beach
535578,231024,Sheep graze in a lushly green mountain meadow,in,Sheep,a lushly green mountain meadow,graze,next to,Sheep graze next to a lushly green mountain meadow
260261,546308,A man standing behind a truck filled with produce.,behind,man,truck,standing,up at,A man standing up at a truck filled with produce.
229858,206616,A baby deer and a large deer are standing in the woods.,in,A baby deer and a large deer,the woods,are standing,down,A baby deer and a large deer are standing down the woods.
239041,415508,A bathroom with purple walls and two mirrors.,with,A bathroom,purple walls,,on,A bathroom on purple walls and two mirrors.
288685,764204,A group of sheep are being herded by a dog as people watch.,of,group,sheep,are being herded,near,A group near sheep are being herded by a dog as people watch.
522393,781669,Some people who are riding on a sail boat.,on,people,a sail boat,are riding,over,Some people who are riding over a sail boat.
409198,82115,A man playing disk frizbe in a park.,in,A man playing disk frizbe,a park,playing,of,A man playing disk frizbe of a park.
389532,450330,A man and a bird standing on top of a roof.,on top of,A man and a bird,a roof,standing,outside of,A man and a bird standing on top of a roof.
239347,806682,A photo of a man and his wife on a bed,of,A photo,a man,,across,A photo across a man and his wife on a bed
365385,815639,A toothbrush is sitting inside a cup next to a sink.,inside,A toothbrush,a cup,is sitting,like,A toothbrush is sitting like a cup next to a sink.
474854,60919,a man sitting in a chair and eating a donut outside near some shrubbery.,in,man,chair,sitting,up to,a man sitting up to a chair and eating a donut outside near some shrubbery.
163746,83431,people walking onto the beach from the water,onto,people,the beach,walking,between,people walking between the beach from the water
125572,618295,a woman riding a bike in the street and a building with a clock in the background,in,a bike,the street,riding,down into,a woman riding a bike down into the street and a building with a clock in the background
120420,615829,Individual is doing something at the moment that is intriguing.,at,Individual,the moment,is doing,to,Individual is doing something to the moment that is intriguing.
402783,130665,Seven pieces of orange peel on a white plate.,of,Seven pieces,orange peel,,up of,Seven pieces up of orange peel on a white plate.
2299,692974,Many small children are posing together in the black and white photo.,in,children,photo,are posing,along,Many small children are posing together along the black and white photo.
18193,281190,a person eating an apple with a plate of food,with,an apple,a plate of food,eating,across,a person eating an apple across a plate of food
26926,608249,An orange fire hydrant with graffiti to look like a face.,with,An orange fire hydrant,graffiti,look,outside of,An orange fire hydrant outside of graffiti to look like a face.
232538,19206,A yellow and blue train is next to an overhang.,next to,A yellow and blue train,an overhang,is,up to,A yellow and blue train is next to an overhang.
258793,496655,The very pretty sun shining through some big buildings.,through,sun,some big buildings,shining,over,The very pretty sun shining over some big buildings.
529105,545480,A horse laying down on top of a lush green field.,on top of,A horse,a lush green field,laying down,holding,A horse laying down on top of a lush green field.
145665,727177,A man laying on a painted line holding his knee in a parking lot,on,man,painted line,laying,in,A man laying in a painted line holding his knee in a parking lot
444142,803862,A man throws a tennis ball into the air to serve it,into,tennis ball,air,throws,full of,A man throws a tennis ball full of the air to serve it
19924,537310,a woman with a tie smoking a cigarette with a big smile,with,a woman,a tie,smoking,among,a woman among a tie smoking a cigarette with a big smile
369370,24613,A white bread sandwich on plate filled with ham and lettuce,on,A white bread sandwich,plate,filled,like,A white bread sandwich like plate filled with ham and lettuce
327617,439617,A pretty young lady standing on a tennis court holding a racquet.,on,lady,tennis court,standing,Outside,A pretty young lady standing Outside a tennis court holding a racquet.
300913,689812,A kitten is laying on a green throw pillow.,on,A kitten,a green throw pillow,is laying,atop,A kitten is laying atop a green throw pillow.
512648,365403,A brown cow under a tree in a grassy area.,under,A brown cow,a tree,,AT,A brown cow AT a tree in a grassy area.
91500,66816,Two boys sit on chairs and play video games.,on,boys,chairs,sit,atop,Two boys sit atop chairs and play video games.
394275,701236,a bus moving down the road with people inside,down,a bus,the road,moving,around,a bus moving around the road with people inside
214192,107862,two people on dirt bikes making turns on a track,on,two people,dirt bikes,making,AT,two people AT dirt bikes making turns on a track
438955,800471,A group of ski racers on a race trail.,of,group,ski racers,,in,A group in ski racers on a race trail.
259597,54217,A child watching an event and taking a picture with his cell phone.,with,picture,his cell phone,taking,along,A child watching an event and taking a picture along his cell phone.
547886,254804,The men are riding their horses down the beach.,down,their horses,the beach,are riding,behind,The men are riding their horses behind the beach.
97278,437658,A young person is on their ski board in the snow.,on,person,their ski board,is,onto,A young person is onto their ski board in the snow.
83540,311115,A person on skis on snowy forest path.,on,A person,skis,,while,A person while skis on snowy forest path.
498286,437279,A grey dog with a black collar sits outside in the sun.,with,A grey dog,a black collar,sits,out,A grey dog out a black collar sits outside in the sun.
221754,27196,A wide empty street corner filled with buildings.,with,street corner,buildings,filled,AT,A wide empty street corner filled AT buildings.
135410,611788,A stack of balls that is next to a parking meter.,of,stack,balls,is,in to,A stack in to balls that is next to a parking meter.
449312,508887,A woman sitting in front of a case filled with sweets.,in front of,A woman,a case,sitting,inside,A woman sitting in front of a case filled with sweets.
404678,36258,A group of people sit in a restaurant together.,of,group,people,sit,for,A group for people sit in a restaurant together.
287649,590883,a close up of a cat on a desk near a keyboard,up of,a close,a cat,,covered,a close up of a cat on a desk near a keyboard
189213,7322,A pile of junk sitting next to a curb on green grass.,of,pile,junk,sitting,against,A pile against junk sitting next to a curb on green grass.
139077,689338,A young boy holding a Nintendo Wii game controller.,holding,A young boy,a Nintendo Wii game controller,,onto,A young boy onto a Nintendo Wii game controller.
273711,279064,Many containers of food are on the table.,on,containers of food,the table,are,during,Many containers of food are during the table.
286503,325661,An elephant eating something from a hanging net.,from,An elephant,a hanging net,eating,among,An elephant eating something among a hanging net.
274687,799695,a black bike rests against a brown bed,against,a black bike,a brown bed,rests,back to,a black bike rests back to a brown bed
561256,19511,A woman taking a picture of herself in a bathroom.,of,picture,herself,taking,above,A woman taking a picture above herself in a bathroom.
231169,9067,The black and white locomotive is on the train tracks.,on,The black and white locomotive,the train tracks,is,towards,The black and white locomotive is towards the train tracks.
274272,263827,a public transit bus with traffic lights ,with,a public transit bus,traffic lights,,across,a public transit bus across traffic lights
21465,620109,A dirty table has incense burners on it.,on,incense burners,it,has,onto,A dirty table has incense burners onto it.
138856,582555,a loaf of bread is sitting on top of a oven,on top of,a loaf of bread,a oven,is sitting,between,a loaf of bread is sitting on top of a oven
11051,388446,A girl pins a bouttoniere on the lapel of her date.,on,a bouttoniere,the lapel,pins,OF,A girl pins a bouttoniere OF the lapel of her date.
565607,354119,A green and silver fire hydrant sitting in a field of flowers,in,fire hydrant,field of flowers,sitting,within,A green and silver fire hydrant sitting within a field of flowers
188465,495052,Baseball game taking place with a huge crowd in the stands watching.,with,Baseball game,a huge crowd,taking place,in and out,Baseball game taking place in and out a huge crowd in the stands watching.
371472,476134,many pienapples and bannanas sitting on a stand,on,many pienapples and bannanas,a stand,sitting,Outside,many pienapples and bannanas sitting Outside a stand
455085,284494,A bus stopped on the side of the road.,on,bus,side,stopped,up of,A bus stopped up of the side of the road.
248980,592313,There is a platter with a salad on white linen.,with,a platter,a salad,is,while,There is a platter while a salad on white linen.
440507,571741,A suitcase that is next to shoes on a floor.,next to,A suitcase,shoes,is,above,A suitcase that is next to shoes on a floor.
427338,132569,A person riding a motorcycle in an abandoned stone building,in,A person riding a motorcycle,an abandoned stone building,,over,A person riding a motorcycle over an abandoned stone building
255718,139974,A close up picture of a fire hydrant on a street.,of,picture,a fire hydrant,,OF,A close up picture OF a fire hydrant on a street.
553094,199225,A jet with smoke pouring from its wings.,with,A jet,smoke,pouring,on,A jet on smoke pouring from its wings.
47010,336796,Three giraffes with heads pointing ahead walk on a dirt path.,with,Three giraffes,heads,pointing,down,Three giraffes down heads pointing ahead walk on a dirt path.
337498,621647,A big slice of pizza on a plate next to a glass of beverage,of,slice,pizza,,out,A big slice out pizza on a plate next to a glass of beverage
229747,612871,A airplane that is flying in the sky.,in,airplane,sky,is flying,along,A airplane that is flying along the sky.
559543,217501,A little girl in a pink shirt holding a game controller.,in,little girl,a pink shirt,holding,for,A little girl for a pink shirt holding a game controller.
215644,646821,A microwave that is inside of the wall in a home.,inside of,A microwave,the wall,is,onto,A microwave that is inside of the wall in a home.
249550,364032,A bed with a flowered bedspread and four pillows.,with,A bed,a flowered bedspread,,above,A bed above a flowered bedspread and four pillows.
286458,307729,Opened suitcase displaying many different items in plastic bags.,in,items,plastic bags,displaying,about,Opened suitcase displaying many different items about plastic bags.
407943,188356,A head in silhouette in front of a large umbrella.,in,head,silhouette,,atop,A head atop silhouette in front of a large umbrella.
207306,133732,a teddy bear dressed in prison stripes sitting on top of a trash can,on top of,teddy bear dressed in prison stripes,a trash can,sitting,into,a teddy bear dressed in prison stripes sitting on top of a trash can
181499,463944,A hand is holding a cd by a laptop computer.,by,cd,laptop computer,is holding,about,A hand is holding a cd about a laptop computer.
490936,282935,two covered motorcycles in a row of motorcycles parked on the street,in,two covered motorcycles,a row,parked,with,two covered motorcycles with a row of motorcycles parked on the street
44279,270332,People are cooking on grills in a commercial kitchen.,on,People,grills,are cooking,above,People are cooking above grills in a commercial kitchen.
201418,608927,A young man standing in front of a luggage carousel at an airport.,in front of,A young man,a luggage carousel,standing,up at,A young man standing in front of a luggage carousel at an airport.
168593,769951,Two refrigerators standing side by side in a room.,in,Two refrigerators,a room,standing,against,Two refrigerators standing side by side against a room.
122969,655278,two zebras standing by each other and some plants ,by,two zebras,each other,standing,with,two zebras standing with each other and some plants
451308,382456,A tall stack of suit cases is in the hall way.,in,A tall stack of suit cases,the hall way,is,for,A tall stack of suit cases is for the hall way.
356432,537248,a couple of couches in a living room,in,a couple of couches,a living room,,back to,a couple of couches back to a living room
369771,172204,Two dishes of food and several blue arrows.,of,dishes,food,,outside,Two dishes outside food and several blue arrows.
195045,146221,An empty field with older structure in the background.,with,An empty field,older structure,,of,An empty field of older structure in the background.
575372,645671,A view of a street light on route 66.,of,A view,a street light,,through,A view through a street light on route 66.
186282,135679,Computer setup with a multiple colored screen on it.,with,Computer setup,a multiple colored screen,,in and out,Computer setup in and out a multiple colored screen on it.
99242,17781,A man skiing down a snowy hill alone.,down,A man,a snowy hill,skiing,within,A man skiing within a snowy hill alone.
560178,621004,Hand showing vegetable that has being chewed near garden area.,near,vegetable,garden area,chewed,outside of,Hand showing vegetable that has being chewed outside of garden area.
222235,127936,A cat is playing with a plan in a park.,with,cat,plan,playing,under,A cat is playing under a plan in a park.
99054,64555,A large jet airplane sitting on a tarmac at an airport.,on,airplane,tarmac,sitting,out,A large jet airplane sitting out a tarmac at an airport.
121031,649919,The shirtless men are riding horses through the lake.,through,horses,the lake,are riding,full of,The shirtless men are riding horses full of the lake.
16958,289053,A room with a fireplace and a wooden table.,with,A room,a fireplace,,while,A room while a fireplace and a wooden table.
37670,258341,Electronic wand displayed for modern type of toilet.,for,Electronic wand,modern type of toilet,displayed,next to,Electronic wand displayed next to modern type of toilet.
1818,295528,Baby zebra sucking milk from its mothers teat.,from,milk,its mothers teat,sucking,in to,Baby zebra sucking milk in to its mothers teat.
130826,171485,Two men sitting next to each other on a wooden bench.,next to,Two men,each other,sitting,in,Two men sitting next to each other on a wooden bench.
113589,240960,Plastic containers filled with food including fruits and vegetables.,with,Plastic containers,food,filled,beside,Plastic containers filled beside food including fruits and vegetables.
459757,12332,A giraffe standing by a pair of skinny trees.,by,A giraffe,a pair of skinny trees,standing,above,A giraffe standing above a pair of skinny trees.
553221,247623,A group of people enjoying the water with sails.,of,group,people,enjoying,behind,A group behind people enjoying the water with sails.
309655,808901,A woman stands on skis on a snowy hill.,on,woman,skis,stands,up,A woman stands up skis on a snowy hill.
302107,172017,A baseball player in mid swing hitting a ball.,in,A baseball player,mid swing,hitting,Outside,A baseball player Outside mid swing hitting a ball.
489339,220908,A woman is wearing a wetsuit while holding a surfboard.,while,A woman,,is wearing,from,A woman is wearing a wetsuit from holding a surfboard.
334767,393304,a group of beginner snow skiers having class,of,group,beginner snow skiers,having,like,a group like beginner snow skiers having class
532129,529121,Cheese pizza is sliced into small pieces on a plate.,into,Cheese pizza,small pieces,is sliced,along,Cheese pizza is sliced along small pieces on a plate.
301867,501774,Three teenage girls hover under an umbrella while they talk and laugh.,under,Three teenage girls,an umbrella,hover,out of,Three teenage girls hover out of an umbrella while they talk and laugh.
26926,610637,A fire hydrant with graffiti that makes it appear to be smiling mischievously.,with,A fire hydrant,graffiti,makes,besides,A fire hydrant besides graffiti that makes it appear to be smiling mischievously.
570756,293778,Three people on a beach with kites in the sky.,on,Three people,a beach,,between,Three people between a beach with kites in the sky.
405279,213625,People flying kites over a lake in a park ,over,People flying kites,a lake,flying,towards,People flying kites towards a lake in a park
21604,365267,A man in glasses and a light up tie.,in,man,glasses,,across,A man across glasses and a light up tie.
25593,819038,The signs are clearly posted on the street for us to see.,on,The signs,the street,posted,as,The signs are clearly posted as the street for us to see.
392481,416688,An aircraft is flying in a cloudy sky.,in,aircraft,cloudy sky,is flying,beside,An aircraft is flying beside a cloudy sky.
11511,10939,A metal statue of two women sits on a bench in a city street.,of,A metal statue,two women,sits,holding,A metal statue holding two women sits on a bench in a city street.
320632,218551,A herd of zebra standing next to each other on a green grass field.,next to,A herd of zebra,each other,standing,from,A herd of zebra standing next to each other on a green grass field.
203580,443745,A colorful umbrella sitting outside of a pink building.,outside of,A colorful umbrella,a pink building,sitting,side by side,A colorful umbrella sitting outside of a pink building.
199310,602995,A long-haired man standing outside holding a racquet with both hands.,outside,man,,standing,about,A long-haired man standing about holding a racquet with both hands.
437898,364002,The kitchen is filled with various cooking appliances.,with,kitchen,various cooking appliances,is filled,in,The kitchen is filled in various cooking appliances.
574425,678615,An old red and black bus is on the street.,on,bus,street,is,near,An old red and black bus is near the street.
205333,144314,A pair of skiers on the top of a ski slope with clouds and large mountain in the background.,on,A pair of skiers,the top of a ski slope,,outside of,A pair of skiers outside of the top of a ski slope with clouds and large mountain in the background.
194746,83356,A pizza covered in cheese dripping down onto the bottom of an oven burning.,in,pizza,cheese,covered,Outside,A pizza covered Outside cheese dripping down onto the bottom of an oven burning.
336265,711331,person in a grassy green field boardered by mountains,in,person,a grassy green field,,out,person out a grassy green field boardered by mountains
460347,78248,City bus next to traffic cones in the far right lane of a busy freeway.,next to,City bus,traffic cones,,covered,City bus next to traffic cones in the far right lane of a busy freeway.
210230,566190,a bunch of women serving hot dogs ,of,bunch,women,serving,beyond,a bunch beyond women serving hot dogs
481582,575496,There are people standing next to a horse.,next to,people,a horse,standing,off,There are people standing next to a horse.
534827,320237,People are riding on motorcycles together down a street.,on,People,motorcycles,are riding,onto,People are riding onto motorcycles together down a street.
50331,589360,Two clay pots with leafy green plants in them.,with,Two clay pots,leafy green plants,,like,Two clay pots like leafy green plants in them.
7088,598587,A small child stands in the rain with an umbrella.,in,child,rain,stands,up to,A small child stands up to the rain with an umbrella.
363875,791839,The guy is travelling on his motorcycle outside.,on,guy,motorcycle,is travelling,about,The guy is travelling about his motorcycle outside.
453341,362158,The living room in a house with many figurines on the shelf,in,The living room,a house,,at,The living room at a house with many figurines on the shelf
376442,824310,This is a stuffed animal on a toilet seat.,on,a stuffed animal,a toilet seat,is,full of,This is a stuffed animal full of a toilet seat.
469192,23795,An open field with a truck and some kites being flown,with,An open field,a truck and some kites,being flown,off,An open field off a truck and some kites being flown
360943,142944,An orange tabby cat lies down outside a door on a house porch.,outside,cat,a door,lies down,between,An orange tabby cat lies down between a door on a house porch.
231508,201854,A uniformed baseball player being watched by people.,by,player,people,being watched,above,A uniformed baseball player being watched above people.
530466,545818,a blue yellow and black train car with graffiti,with,a blue yellow and black train car,graffiti,,AT,a blue yellow and black train car AT graffiti
210708,306502,A large elephant standing next to a small elephant playing in the water.,next to,A large elephant,a small elephant,standing,above,A large elephant standing next to a small elephant playing in the water.
242678,788243,A horse and rider jumping over a bar on a track.,over,A horse and rider,a bar,jumping,covered,A horse and rider jumping covered a bar on a track.
419201,576134,a large field of grass and cows ,of,field,grass,,up at,a large field up at grass and cows
329319,151599,a cat sitting on a chair looking at the ground ,on,a cat,a chair,sitting,up to,a cat sitting up to a chair looking at the ground
330396,361401,A man and woman stand on the beach and look at the ocean.,on,A man and woman,the beach,stand,down into,A man and woman stand down into the beach and look at the ocean.
131556,791706,a man skiing along a rail on the snowy hill ,along,a man skiing,a rail,skiing,side by side,a man skiing side by side a rail on the snowy hill
546219,513603,A large amount of people sitting at a table with food,at,people,a table,sitting,close to,A large amount of people sitting close to a table with food
200421,229653,A young boy in a birthday hat holds a tennis racquet,in,A young boy,a birthday hat,holds,outside of,A young boy outside of a birthday hat holds a tennis racquet
355257,218247,A woman laying in a hospital bed hooked up to an IV and monitors.,in,woman,hospital bed,laying,wearing,A woman laying wearing a hospital bed hooked up to an IV and monitors.
364884,164776,A person in a snow sporting event is going rapidly down this show chute-type course as people watch from the sidelines.,in,person,snow sporting event,is going,off,A person off a snow sporting event is going rapidly down this show chute-type course as people watch from the sidelines.
248400,596266,A man opens pizza box and stares at the camera.,at,man,camera,stares,around,A man opens pizza box and stares around the camera.
439773,717890,A baby crawls on the floor beside a blue cell phone.,on,A baby,the floor,crawls,onto,A baby crawls onto the floor beside a blue cell phone.
