image_id,id,caption,preposition,subject,object,verb,wrong_preposition,wrong_caption
301867,501774,Three teenage girls hover under an umbrella while they talk and laugh.,,,,,,
26926,610637,A fire hydrant with graffiti that makes it appear to be smiling mischievously.,,,,,,
570756,293778,Three people on a beach with kites in the sky.,,,,,,
405279,213625,People flying kites over a lake in a park ,,,,,,
21604,365267,A man in glasses and a light up tie.,,,,,,
25593,819038,The signs are clearly posted on the street for us to see.,,,,,,
392481,416688,An aircraft is flying in a cloudy sky. ,,,,,,
11511,10939,A metal statue of two women sits on a bench in a city street.,,,,,,
320632,218551,A herd of zebra standing next to each other on a green grass field.,,,,,,
455716,297141,"Motorcycles lined-up in an empty, grassy field, all in front of a house.",,,,,,
203580,443745,A colorful umbrella sitting outside of a pink building.,,,,,,
199310,602995,A long-haired man standing outside holding a racquet with both hands.,,,,,,
437898,364002,The kitchen is filled with various cooking appliances.,,,,,,
574425,678615,An old red and black bus is on the street.,,,,,,
205333,144314,A pair of skiers on the top of a ski slope with clouds and large mountain in the background.,,,,,,
194746,83356,A pizza covered in cheese dripping down onto the bottom of an oven burning.,,,,,,
336265,711331,person in a grassy green field boardered by mountains,,,,,,
460347,78248,City bus next to traffic cones in the far right lane of a busy freeway.,,,,,,
210230,566190,a bunch of women serving hot dogs ,,,,,,
481582,575496,There are people standing next to a horse.,,,,,,
534827,320237,People are riding on motorcycles together down a street.,,,,,,
50331,589360,Two clay pots with leafy green plants in them.,,,,,,
7088,598587,A small child stands in the rain with an umbrella.,,,,,,
363875,791839,The guy is travelling on his motorcycle outside.,,,,,,
453341,362158,The living room in a house with many figurines on the shelf,,,,,,
376442,824310,This is a stuffed animal on a toilet seat.,,,,,,
469192,23795,An open field with a truck and some kites being flown,,,,,,
360943,142944,An orange tabby cat lies down outside a door on a house porch.,,,,,,
231508,201854,A uniformed baseball player being watched by people.,,,,,,
530466,545818,a blue yellow and black train car with graffiti,,,,,,
210708,306502,A large elephant standing next to a small elephant playing in the water.,,,,,,
242678,788243,A horse and rider jumping over a bar on a track.,,,,,,
419201,576134,a large field of grass and cows ,,,,,,
329319,151599,a cat sitting on a chair looking at the ground ,,,,,,
330396,361401,A man and woman stand on the beach and look at the ocean.,,,,,,
131556,791706,a man skiing along a rail on the snowy hill ,,,,,,
546219,513603,A large amount of people sitting at a table with food,,,,,,
200421,229653,A young boy in a birthday hat holds a tennis racquet,,,,,,
355257,218247,A woman laying in a hospital bed hooked up to an IV and monitors.,,,,,,
551350,531268,"A picnic table in sand, underneath a tree.",,,,,,
364884,164776,A person in a snow sporting event  is going rapidly down this show chute-type course as people watch from the sidelines. ,,,,,,
389566,615038,"A flock of sheep crossing a road, blocking traffic.",,,,,,
248400,596266,A man opens pizza box and stares at the camera.,,,,,,
17714,791744,"Breakfast on a tray consisting of coffee, crepe, and artistically sliced fruit.",,,,,,
439773,717890,A baby crawls on the floor beside a blue cell phone.,,,,,,
153217,82346,A black cat with arched back walking past a motorcycle,,,,,,
475365,509678,A front end of a big train near a bridge.,,,,,,
411938,267482,Woman holding a teddy bear on the back of a bicycle. ,,,,,,
79408,402565,A red stop sign sitting next to a forest.,,,,,,
575243,696481,A BLACK AND WHITE PICTURE OF A PERSONA ND A UMBRELLA,,,,,,
545407,470217,An airplane is flying through clear blue sky.,,,,,,
428562,755087,A sheep stands near other sheep in a closed off pen.,,,,,,
172877,43485,Man wearing slacks and tie sitting in chair.,,,,,,
496571,287235,A woman taking a picture of a man eating.,,,,,,
197004,632761,The sandwich features a large portion of meat.,,,,,,
389684,393045,a man walks down a sidewalk as a vehicle passes ,,,,,,
460229,539197,There is a truck behind the stop sign. ,,,,,,
514508,402485,A man looking at a picture of a TV screen.,,,,,,
24027,782138,a large kite that is being flown in the sky,,,,,,
430056,483268,A triple decker sandwich is sitting on a desk.,,,,,,
156292,140808,A person is looking at a display of clocks,,,,,,
493442,564124,A woman slashing down a snowy hill on skis.,,,,,,
569030,1325,A city crosswalk has a leaky fire hydrant on the street.,,,,,,
493799,165510,"A plate topped with vegetables, meat and fruit.",,,,,,
224200,300166,A dog sitting with his leash tied to a fire hydrant,,,,,,
571264,694632,A black and white photo of a guy and his motorcycle.,,,,,,
300341,574673,Two college age boys playing Wii while others look on ,,,,,,
565778,94048,A train going back to its coarse filled with people.,,,,,,
409867,581006,Cats look up and out the widow in a house.,,,,,,
138856,580374,A large round piece of bread on a metal pan.,,,,,,
265777,253972,a woman in a red top some glasses and a pizza,,,,,,
383386,645137,The three teddy bears sit with their arms around each other.,,,,,,
65074,689721,A view of a bedroom with the bed unmade.,,,,,,
431568,812866,"A beef, peppers and cheese pizza on top of a plate.",,,,,,
554328,539502,A group of three men standing next to each other on a baseball field.,,,,,,
135872,27550,A desk with both a laptop computer and a desktop computer.,,,,,,
506707,116758,A man in a white shirt and gray pants walks toward a grassy area as kids in baseball uniforms and an umpire are near him.,,,,,,
322844,450341,A teddy bear is next to a goldfish toy.,,,,,,
172935,308156,A person doing a trick on water ski's while another passes underneath them.,,,,,,
52565,278736,a cow standing in some sand next to some water,,,,,,
232646,14367,An icy snow covered road overlooking a body of water.,,,,,,
280779,743185,A cross country skier in the falling snow.,,,,,,
520077,176014,A stack of books sitting on a desk with a bottle of beer.,,,,,,
230993,287034,Two women with open umbrellas walking down a street.,,,,,,
17959,316643,"Some large streamers, some look like a clown fish.",,,,,,
486104,607811,A baseball game with a batter ready to swing,,,,,,
343803,423073,A person on field with a Frisbee in their hand.,,,,,,
61418,705508,a couple of kids playing a game of checkers.,,,,,,
459467,272978,A small airplane is about to take off on the runway.,,,,,,
301867,504873,Three girls walking down the sidewalk under a sun umbrella.,,,,,,
210708,310705,A large and small elephant bathing in the river.,,,,,,
197004,633196,A white plate of food on a table.,,,,,,
45596,515298,a bunch of parked bikes sit between two buildings ,,,,,,
28449,466579,Elephants standing beside each other outside on a road. ,,,,,,
54592,555277,Two people hiking up a mountain with their ski's.,,,,,,
574810,41273,A long-haired cat sits on a window sill and stares outside.,,,,,,
67315,615261,"Somebody is in the photograph not certain who that individual is. 
",,,,,,
41633,6149,A classic red truck is parked in the lot.,,,,,,
574520,697180,A guy is showing his prowess while surfing the waves.,,,,,,
312406,722407,looks like the ingredients for a recipe including bananas,,,,,,
415194,442967,A very old fashioned kitchen with retro floor tiles.,,,,,,
558558,22565,A colorful but blurry street scene at night features a car driving through an intersection.,,,,,,
407002,295472,A man wearing snow gear poses for a photo while standing on skis,,,,,,
454750,412165,One zebra resting its head on the back of another.,,,,,,
532901,624953,A Victorian house looked very much like this model one does.,,,,,,
360325,196833,A very large herd of sheep of all different colors.,,,,,,
201775,29720,White stalls installed on the walls of a men's room.,,,,,,
126107,783884,a white bird is flying over a beach,,,,,,
25560,141274,A cat standing in front of a tv on a tv stand.,,,,,,
494863,71311,A train next to another train next to a car.,,,,,,
447342,817663,there is a old bus that is next to a trolly on the street,,,,,,
8690,634535,Two young girls petting goats in a pen.,,,,,,
462728,247032,A man is in the ocean waves near his surfboard with a dog on it.,,,,,,
476787,152822,There is a pizza on the cutting board,,,,,,
6818,586015,This picture looks like a janitors closet with buckets on the floor.,,,,,,
247917,774711,A sport team is posing in a park.,,,,,,
459500,234348,A clock between two bronze flamingo statues on a black box.,,,,,,
368038,346095,Colorful train cars are on the track next to some grass.,,,,,,
365208,283735,A black and white photo shows someone standing on a beach behind a curtain,,,,,,
64868,342493,A man smiles maniacly while putting a dog into an oven.,,,,,,
436738,379670,An intersection with antique cars and a bus at it.,,,,,,
361919,184469,A group of people with skis at the bottom of a mountain slope.,,,,,,
243867,561699,a bus and a car on a city street,,,,,,
165257,704317,A large black counter top sitting next to a sink.,,,,,,
411938,261383,A boy is riding a bike with a teddy bear as a person sitting is toasting a beer.,,,,,,
402096,14184,A picture of a sign on the side of a street.,,,,,,
172935,312638,The person is doing tricks on the water skiing. ,,,,,,
103723,787764,a large elephant that is next to a curb,,,,,,
540280,778236,A light that is sitting underneath a umbrella.,,,,,,
170278,6561,A large boxer dog takes a nap on the bed.,,,,,,
530820,217912,A man standing on a tennis court holding a racket,,,,,,
528399,259817," A array of food consisting of soup, sandwich and dinner rolls",,,,,,
322352,531963,a room with plants on little tables by the windows ,,,,,,
362716,544394,A man who is attempting to hit a tennis ball.,,,,,,
43581,59063,A small ham and pineapple pizza on a plate next to a spicy pepper shaker.,,,,,,
250619,546649,"A woman lying on her back with knees bent on a beach towel under a multicolored, striped beach umbrella, surrounded by sand, and with clear blue sky above.",,,,,,
526103,608865,An elephant in a zoo walks behind the Asian Elephant sign.,,,,,,
322829,95355,A white meta bench next to a patch of grass.,,,,,,
115885,374304,A cat watching a laptop computer screen's screensaver.,,,,,,
281929,473919,A formally dressed man holding his bike. ,,,,,,
274708,661916,A group of people on the steep slope of a mountain,,,,,,
378116,466173,A surfer wearing a wetsuit is riding a wave. ,,,,,,
99053,325994,"A bowl of noodles, meat and broccoli with a fork.",,,,,,
231580,775122,A man stands and holds his hands out in front of him.,,,,,,
296657,327795,Six adult males outside jumping up in the air.  ,,,,,,
482978,298797,A train passing by with empty seats on it. ,,,,,,
157756,808430,"A view of a clock tower, in the middle of the night.",,,,,,
511076,815339,The man is sitting by the water feeding the birds.,,,,,,
159399,311491,a person on a field flying a kite with trees in the background,,,,,,
285894,160532,A giraffe has come to a fence line to greet visitors.,,,,,,
199771,326549,A group of people dressed in black preparing food.,,,,,,
360661,816701,three people riding horses on a beach ,,,,,,
289222,799262,Street sign in the shape of a person riding a horse with a person under. ,,,,,,
554291,740941,A kitten climbing out of a blue bowl.,,,,,,
396863,86285,The young girl wearing red and black rides atop the white pony.,,,,,,
85911,644252,The kite has sank halfway down into the water.,,,,,,
205282,752139,Three giraffes standing on a plain with a few trees,,,,,,
474028,662529,a group of kids playing soccer in a field,,,,,,
30504,257350,A person going up a snow hill on skis.,,,,,,
30785,34506,A plate with a bowl filled with broccoli and two crackers with a spread.,,,,,,
256195,535791,A train on a track next to a set of blue stairs,,,,,,
260470,187614,A row of several types of pastries on display.,,,,,,
185802,282314,a banana that has been placed in a tiny lounge chair.,,,,,,
568814,39963,A man with a tie is staring at something.,,,,,,
369675,289076,A passenger train is sitting at a station.,,,,,,
2149,296788,A bowl filled with many shiny  green apples.,,,,,,
410880,709076,A large and over-sized stuffed teddy bear sitting in a chair.,,,,,,
532071,43237,A big black bear laying in the grass surrounded by trees.,,,,,,
363666,665330,A few men eating an assortment of foods at a table.,,,,,,
143572,719016,A man holding a tennis racket in his hand while on the tennis court,,,,,,
203629,787777,A man giving a thumbs up while on a cell phone.,,,,,,
431896,603981,A yellow and red train traveling down train tracks.,,,,,,
558073,52927,Cat messing around in the white bathtub. ,,,,,,
260925,573568,A cat sitting on the hood of a car.,,,,,,
470173,788548,A woman statue holding a pitcher and basket in a garden.,,,,,,
297427,725274,A burger with a doughnut for the bun.,,,,,,
117425,17147,A toddler celebrates his birthday with a cupcake.,,,,,,
153529,36020,a woman with her luggage at a train station,,,,,,
217957,656016,Large ornamental gold and blue clock on the side of a building. ,,,,,,
378454,645206,Man in air catching frisbee at beach near ocean.,,,,,,
267351,124333,A yellow and white clock tower against a blue sky,,,,,,
248112,389458,A person is playing tennis on a dark grass court.,,,,,,
312237,73459,People are having fun on a crowded beach.,,,,,,
428562,753713,The wholly sheep stands besides others in a cage. ,,,,,,
147498,255371,A flock of birds flying over water and sand with a volley ball net on the sand.,,,,,,
38678,428116,A woman sitting on a train is showing off a bagel.,,,,,,
489339,234555,A woman carrying a surfboard on the shore of the beach.,,,,,,
73118,384810,Two stuffed brown teddy bears sitting next to a wall.,,,,,,
417085,213978,A big cow and a smaller cow standing beside a road.,,,,,,
135890,107446,The Big Ben clock tower towering over the city of London.,,,,,,
376264,192564,a desk with a laptop a tea pot and a cup,,,,,,
287291,377135,The cars at the intersection are waiting for the pedestrians to cross.,,,,,,
269314,595468,a cat is way up in a tree,,,,,,
187144,209760,A group of people stand on a path outside a parked bus. ,,,,,,
296317,524056,"An African type landscape with giraffes, wildebeests and antelope.",,,,,,
233567,349476,A goat is standing in a barn by some hay.,,,,,,
468925,482599,A plate with meat and bananas on top ,,,,,,
183500,454968,A red and white plane flying through a cloudy sky.,,,,,,
546475,727491,A man holding a baby taking a picture.,,,,,,
565778,100624,Blue train car sitting on a train track near tunnel.,,,,,,
21503,373588,Plate of crackers with something spread on them next to a keyboard,,,,,,
399205,620312,All of these men are using their cell phones.,,,,,,
445834,797135,Men climbing on board a bus that needs to be repaired.,,,,,,
301135,498313,Many people are sitting on two benches next to a light pole.,,,,,,
496954,659583,A slice of cake and a fork by sliced orange and a Guinness ,,,,,,
379800,492074,Train engine pulling one freight car along rails,,,,,,
245448,290348,Several men stand outside around a motorcycle. ,,,,,,
554291,739339,A kitty cat jumping out of a blue bowl ,,,,,,
472030,511408,A park bench with a backpack on it in a forest of trees.,,,,,,
540928,610344,A cat that is standing on a wood floor.,,,,,,
632,305425,This room has a bed with blue sheets and a large bookcase,,,,,,
442161,686694,A group of people tasting wine at a bar. ,,,,,,
227765,395335,A wooden spoon in a soup pot on the stove.,,,,,,
161397,719257,a couple of thigs are sitting on a wood table,,,,,,
42178,419421,An extensive network of wires are required to operate the railroad.,,,,,,
48555,378089,Three people race their horses down a beach.,,,,,,
561256,8549,A woman wearing a hat & pink top takes a selfie in front of a bathroom mirror.,,,,,,
179765,38,A black Honda motorcycle parked in front of a garage.,,,,,,
326248,13237,A referee and tennis player speaking while fans watch in the stands.,,,,,,
21839,176678,A person crosses a street under a streetlight at dusk.,,,,,,
127270,626099,A tennis player is swinging at a tennis ball.,,,,,,
184321,352188,A train traveling down tracks next to lights.,,,,,,
407574,332399,A stack of bananas are sitting in a tree by signs. ,,,,,,
226154,440173,A bus traveling down a road beside a motorcycle. ,,,,,,
129054,414476,A herd of zebra are grazing in a grassy meadow.,,,,,,
364297,145510,A white and black cat laying on a keyboard.,,,,,,
199551,394870,A boy asleep on a large bed under a mosquito net,,,,,,
542073,255823,A light pole and street sign in front of a store front.,,,,,,
281179,692651,A street at night time with many different lights. ,,,,,,
559513,407554,The blue plate is full of fried sea food.,,,,,,
361571,304719,A white colored dog with it's mouth open and wearing a person's baseball style cap on it's head.,,,,,,
418696,803162,a traffic light hanging from a wire above a street ,,,,,,
257478,407968,An outfielder watching what is going on at home plate.,,,,,,
89271,715892,A cat wearing a hat while resting it's paws on top of a chair.,,,,,,
427055,611423,A photograph of a decorative street clock on a sidewalk. ,,,,,,
193494,211164,Child's bed and colorful quilt surrounded by blue plastic walls.,,,,,,
256192,778557,A yellow BMW touring motorcycle parked in the street as people look on from behind a steel rail on the sidewalk.,,,,,,
574810,37280,A yellow fluffy cat sitting in a window sill next to a window.,,,,,,
346707,242575,A woman standing behind a very small banana tree with green bananas on it.,,,,,,
47121,523940,a cat drinking water from a sink bowl,,,,,,
195045,155431,A storage building located near a town park.,,,,,,
89670,768418,A plate that has cake on top of it.,,,,,,
49060,542240,A train that has people standing outside of it.,,,,,,
565607,349421,A green fire hydrant next to field of colorful flowers.,,,,,,
161397,714871,a brown table with some different colored flowers,,,,,,
434479,503042,Two Halloween characters next to a pizza on a table.,,,,,,
13177,801288,a man is working on a hub cap on the ground,,,,,,
451144,543524,a couple of people on skis sit on top of a snowy hill ,,,,,,
371042,827279,This is a tennis court with multiple games happening at once.,,,,,,
193245,227854,Many people are flying different kites in a field on a cloudy day.,,,,,,
200421,223038,A boy in birthday hat holding a tennis racket.,,,,,,
323355,598468,A boy wearing yellow is holding a pizza in a box.,,,,,,
329041,39766,A stack of luggage with an opened one on top.,,,,,,
503755,60175,A tennis player is playing in a match.,,,,,,
33854,244659,"a street filled with older cars, buses and motorcycles ",,,,,,
401250,136225,A skier dressed in white performing an aerial maneuver.,,,,,,
149222,323730,A view of a desktop computer that is online.,,,,,,
429281,577931,Display for bananas with a euro money sign,,,,,,
124659,20004,Fully decorated basement has no people in it.,,,,,,
466256,702498,"A plate of rice, steak, and a garden salad.",,,,,,
215245,528643,A large group of zebra standing in the grass.,,,,,,
441468,725201,A red fire hydrant is on a crosswalk intersection.,,,,,,
335529,227630,A wooden bench sitting next to a large body of water.,,,,,,
554291,735358,A small kitten standing in a  blue hat on top of a table.,,,,,,
80340,429802,a small child wearing a tie and holding a suitcase with other people in the background,,,,,,
448263,173930,A baseball player kneeling to speak to a child,,,,,,
273712,818010,A large red fridge is sitting on the red carpet. ,,,,,,
522638,770130,two stuffed animals a bear and a monkey,,,,,,
38118,450172,A man on his skis on a snowy slope. ,,,,,,
297085,573455,A cat sits in front of a large television.,,,,,,
143998,667345,A bunch of carrots on a knife sitting on a cutting board.,,,,,,
147338,531182,A yellow fire hydrant with a cartoon face drawn on it.,,,,,,
110884,722949,a bathroom with a sink and a bath tub,,,,,,
389532,453825,A man standing on top of a structure under a cloudy sky.,,,,,,
153343,699847,two big stuffed bears sitting behind a chained fenced,,,,,,
153568,169084,A stop sign with additional warnings taped to it.,,,,,,
261061,188562,A WOMAN IS STANDING LOOKING AT SOMETHING ,,,,,,
403565,247965,A man wearing a bike helmet standing next to a bicycle.,,,,,,
47769,633589,A small living room with furniture and two windows.,,,,,,
360564,131154,A bathroom with blue tile outline around the floor,,,,,,
490515,130600,Snow boarder sliding down the hill after falling in the snow,,,,,,
396518,798155,A woman sitting on the bow of a boat using a pole to pilot the boat.,,,,,,
193674,570051,A woman that is next to a surfboard with a dog.,,,,,,
73153,350417,A person talking on a phone with a tree in the foreground.,,,,,,
350122,709415,Adult with bicycle on ramp of commuter railway platform.,,,,,,
3255,729764,A group of skiers have left a trail through the snow on the mountain. ,,,,,,
286849,224926,Many giraffes are poking their heads beyond some rocks.,,,,,,
302882,557845,The man is taking a photo of him self with his cellphone. ,,,,,,
452321,426665,A red bus parked at a bus stop in front of a building.,,,,,,
278353,206262,A sheep that is standing under a wooden plank from a fence.,,,,,,
241668,132897,A woman in a wedding dress with another lady holding a piece of cake.,,,,,,
495448,148629,A cake is shown with three tiers and flowers.,,,,,,
308328,715682,Some people in high visibility jackets putting suitcases onto a conveyer belt from a container,,,,,,
122166,791053,a person riding on a bicycle on the street in front of some cars,,,,,,
334767,398299,Several people are skiing on a snow covered field.,,,,,,
463842,500286,A small bed with lots of bottles underneath,,,,,,
491470,494244,A city with snow and slush filling the ground.,,,,,,
460333,616431,A little boy sits on a bed with a chair next to it.,,,,,,
39914,665224,A lady and her child outside playing with a kite.,,,,,,
410428,513486,a group of sheep on a big grassy field full of sheep,,,,,,
2149,294385,A white bowl filled with green Granny Smith apples.,,,,,,
303499,249901,2 men wearing red cloaks riding on horseback.,,,,,,
554735,98634,They are going to serve pizza for lunch today.,,,,,,
466125,767190,The child smiles brightly while being handed a pink umbrella. ,,,,,,
451571,193068,A close up of a corn on the cob that has been eating.,,,,,,
20571,723727,Two tug boats tied up to the dock.,,,,,,
210915,563439,A man on a surfboard that is in the water.,,,,,,
166391,190401,Traffic is stopped at a red stop light.,,,,,,
440617,259502,A passenger train speeding down a train track.,,,,,,
44699,485029,Sheep grazing in grass in the mountains ,,,,,,
367228,660255,Young man flying a kite over a grassy area by water.,,,,,,
95155,340269,Four photographs of a person in red jacket snowboarding.,,,,,,
186042,326498,A person in the snow on some skis.,,,,,,
94852,639155,a couple of elephants that are walking in some grass,,,,,,
273132,38778,An old woman leans on her back while sitting on an ornate bench.,,,,,,
173004,425856,A half eaten slice of pizza is on a plate with a knife and fork.,,,,,,
138492,294827,A black and white dog catching a blue flying disc,,,,,,
6894,652126,A man getting a kiss on the neck from an elephant's trunk,,,,,,
162543,547055,a herd of elephants standing side by side in an enclosed area,,,,,,
270402,234715,Two elephants standing in a pen in different spots.,,,,,,
306136,156949,A bus parked near an Apple sign during the night.,,,,,,
537053,611936,A beautiful zebra standing in a green field.,,,,,,
279714,392934,a car is parked next to a pole ,,,,,,
214205,407939,An airplane flying high with a full moon in the background. ,,,,,,
14831,417710,White and grey cat laying down on a white sheet.,,,,,,
128112,688278,A man skiing down a mountain side following a trail way. ,,,,,,
109118,734398,A group of men standing and sitting next to each other.,,,,,,
108244,478392,A black cat in a box wearing a pirate hat.,,,,,,
484893,243158,little kids in a barn petting a sheep in a stall ,,,,,,
434230,747548,Various pots and plates displayed next to a woman.,,,,,,
199681,161493,A stuffed rabbit has been placed inside of a microwave oven. ,,,,,,
423104,524956,A man who is jumping up to catch a Frisbee.,,,,,,
4795,359268,Gray cat looking at electronic monitor next to phone.,,,,,,
197658,38420,The baseball player is waiting for the ball.,,,,,,
460682,702110,black and white of a horse lying  down in a field,,,,,,
113051,189316,A boat in the water next to a rail in a tunnel.,,,,,,
153782,60836,A large clock standing among a building with a lamp in the from of the picture,,,,,,
67616,93954,A restaurant with patrons in the outdoor eating area.,,,,,,
405205,234641,A passenger bus that is parked in a parking lot.,,,,,,
557672,228566,It's important to protect a baby from the sun.,,,,,,
581317,183788,Woman in purple shirt examines her cellphone in the open field.,,,,,,
400794,401427,A man is eating some food at a table.,,,,,,
333697,471463,Two signs that are on the side of a wall.,,,,,,
223182,567762,a tennis player drying off his face with a towel ,,,,,,
333772,535457,Two black and white cats are on a keyboard.,,,,,,
567432,824085,A plane flies by next to some power lines ,,,,,,
571008,720600,a stop sign with hammertime written on it,,,,,,
284764,50852,A man eats from a green dish while holding a handheld radio.,,,,,,
306582,747311,Washed clothing is hung out on a clothesline in a cattle enclosure. ,,,,,,
332845,324242,A man sits on his bed with a laptop in his bedroom as a ray of sunlight streams through the window. ,,,,,,
458663,814499,Modern kitchen with dinning area and all wood flooring.,,,,,,
119516,188588,some buildings and a woman wearing a black dress and lights,,,,,,
168593,770011,An olive green refrigerator next to a white refrigerator in an old kitchen. ,,,,,,
507667,115364,A bull painted with a map sits on the sidewalk. ,,,,,,
210388,478001,Some people are walking in the snow and having fun. ,,,,,,
521052,251576,A decorated truck is parked at a curb near a building.,,,,,,
489611,261966,A boy in grey shirt holding a Nintendo Wii controller.,,,,,,
520531,95123,A large calico cat sitting on a wooden table next to a remote control.,,,,,,
546626,553594,"A cellphone, piece of fruit and cup are on the table.",,,,,,
414385,242598,a road filled with cars in a desert,,,,,,
559513,409612,A blue plate filled with a large serving of foood,,,,,,
17714,789491,A banana frittata next to a plate of decoratively cut fruit and a cup of coffee.,,,,,,
106757,563453,A woman standing behind a fence looking at an elephant.,,,,,,
499775,215555,The rear side of a bus on a street.,,,,,,
228144,787799,"A chair sitting in the middle of the room, in a black and white photo.",,,,,,
76416,632062,a yellow green white and red double decker bus and a building,,,,,,
305309,602679,A boy swinging a baseball bat on a field near others.,,,,,,
143556,579003,The person is driving a motorcycle on the road,,,,,,
187745,267014,A small plane flying through a blue sky.,,,,,,
260261,552311,A man in the back of a truck cutting fruit.,,,,,,
567011,411553,A person riding a beautiful wave very smooth,,,,,,
411754,212178,A man with glasses looking at his cell phone.,,,,,,
230166,32880,A herd of sheep grazing in a field.,,,,,,
370711,339568,a picture looking in to an umbrella shop,,,,,,
162366,250476,A black parking meter next to a brick building. ,,,,,,
285349,342799,A clear heart shaped jar filled with many colors of paper cranes.,,,,,,
166642,206712,an elephant in captivity with trees in the background,,,,,,
519611,245799,a close up of a polar bear on a rock formation,,,,,,
208363,591640,A group of people sitting around eating pizza together.,,,,,,
190236,644,The home office space seems to be very cluttered.,,,,,,
570539,494322,A man looking out the window of a bus,,,,,,
378673,222702,A man riding a skateboard down the side of a ramp.,,,,,,
389812,287516,A man standing holding a bunch of bananas.,,,,,,
511453,429293,A plate with a pizza covered in french fries sits next to a beer. ,,,,,,
17905,678661,A man standing next to a light and a sign.,,,,,,
49759,339136,A man serving a volley ball on a court.,,,,,,
195842,798679,a person standing in a living room with a remote control,,,,,,
73326,279207,An open refrigerator filled up with food and condiments. ,,,,,,
517056,509591,Two women stand over a table with a cake cut into pieces.,,,,,,
96427,293642,Young boys in the gym holding tennis rackets,,,,,,
416991,23904,Covered seating in front of a restaurant by a lake.,,,,,,
453634,38283,A bathroom scene with focus on the toilet.,,,,,,
125850,639852,This gray cat has curled up into a ball,,,,,,
151051,194112,A skier sliding down a snow covered hill.,,,,,,
6040,314069,An electric train is traveling down the track on a road.,,,,,,
500663,231620,A herd of cattle grazing on a lush green field.,,,,,,
186296,420180,The grey and white cat is beside a rubber show.,,,,,,
16439,33583,A lap top computer is open and on and is sitting on a desk next to a glass of liquid and a lamp.,,,,,,
24919,780602,Two elephants that are pressing their heads together.,,,,,,
176701,87908,A sign on the street that lets you know where you are. ,,,,,,
404191,227538,A refrigerator freezer sitting in a yellow kitchen.,,,,,,
513484,568856,A happy  bear putting his paws in some water.,,,,,,
560474,649953,A car is shown covered in dental items at a fair.,,,,,,
550714,312278,a close up of a child eating a banana,,,,,,
237928,750576,Small kitchen with cabinets and a microwave on the counter.,,,,,,
515350,391852,A surfer kneels as he catches a large wave. ,,,,,,
505169,468174,"A bathroom with a toilet, tiled walls and a chained shower. ",,,,,,
466156,397842,Black cat sitting on the engine of a black car. ,,,,,,
555705,246250,Two striped cats lying with two sneakers on a ledge.,,,,,,
177015,23541,A man sitting in a chair with a cat and a laptop.,,,,,,
476119,550039,A man with a helmet on riding a skateboard in the street. ,,,,,,
367569,543062,"A living room with fireplace, table, and piano.",,,,,,
46252,552994,A batter ready to swing at home plate with an umpire and catcher behind him ,,,,,,
236845,810053,a small street sign sits on a pole ,,,,,,
544444,272448,A person skis down a snowy hill. ,,,,,,
284725,501698,a public transit bus on a city street,,,,,,
333402,323140,A man walking towards a blue and white bus on street.,,,,,,
248111,636156,A white refrigerator freezer sitting inside of a kitchen.,,,,,,
265108,263254,A balloon is tried to a bag right next to a luggage bag. ,,,,,,
98839,436501,A cat that is looking at a television screen.,,,,,,
172648,525539,A man in a construction outfit leaned over a utility truck.,,,,,,
145620,738417,a  guy riding a dirt bike on a course,,,,,,
416170,553182,"A cat perches itself near a window, looking outside.",,,,,,
260106,411511,A person riding a horse who is jumping over obstacles. ,,,,,,
47828,167746,People walk by a boat near a lighted bridge,,,,,,
447789,272660,A Do Not Enter Sign with a Two Way Street Sign above it.,,,,,,
80949,516656,A kitten laying asleep on top of a turned on laptop.,,,,,,
289222,793034,"A street light that shows, horse crossing on it.",,,,,,
395180,658601,a person on a bike that is by some water,,,,,,
525083,769749,a view of a kitchen from across the room.,,,,,,
98392,233105,An elaborate lamp post clock in a traffic circle,,,,,,
437205,304724,A young boy who is eating a banana.,,,,,,
148719,297873,A red Dodge truck is parked near another Dodge. ,,,,,,
147745,801527,Two trucks parked next to each other on a dirt road.,,,,,,
22192,374829,A dog is sitting on an unmade bed with pillows.,,,,,,
66926,405704,A bunch of glazed donuts sitting on a table.,,,,,,
244496,564737,A person with a tie and a suit.,,,,,,
137727,159840,A high-speed passenger train is being loaded with luggage. ,,,,,,
271728,765614,A cat lying on a sofa in front of a computer.,,,,,,
252716,490106,there is a frisbee lying next to a tree in a grassy field,,,,,,
175443,676750,Teddy bear with a red bow hanging on a Christmas tree.,,,,,,
235784,785752,A woman hiking across snow covered ground with two ski poles.,,,,,,
201676,46459,Three zebras stand in a field near a tree.,,,,,,
243148,430504,A little child sits in the snow with skis.,,,,,,
438955,802973,competitive skiers ski forward on a flat surface,,,,,,
570782,206637,a desk with two laptops and a monitor,,,,,,
5586,782724,"Indoor tennis match, with a full crowd of spectators.",,,,,,
470924,328872,A group of people sit at a wooden table with pizzas on it in an outdoor place.,,,,,,
260106,411352,A man jumping a brown horse over an obstacle.,,,,,,
92416,94105,A man holding a bottle of something to drink,,,,,,
187513,29607,A photograph of a newly remodeled bathroom in a home.,,,,,,
31248,435252,"A living room has a couch, a chair, and a fireplace.",,,,,,
564133,117355,Pack of 6 elephants walking through the native brush.,,,,,,
200152,211288,A wall street street sign in front of a lit up street.,,,,,,
